0 0 0 0 0
0 0 0 0 0
60 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
59 -100 5 5 0
1 100 0 5 64
59 -100 0 5 0
1 100 2 5 64
59 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 10 4 64
29 -100 10 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 7 4 64
29 -100 7 4 0
1 100 5 4 64
29 -100 5 4 0
1 100 7 4 64
29 -100 7 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 11 4 64
29 -100 11 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 11 4 64
29 -100 11 4 0
1 100 0 5 64
29 -100 0 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 11 4 64
29 -100 11 4 0
1 100 4 5 64
29 -100 4 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 9 4 64
29 -100 9 4 0
1 100 9 5 64
29 -100 9 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 11 4 64
29 -100 11 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 7 4 64
29 -100 7 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 11 4 64
29 -100 11 4 0
1 100 0 5 64
29 -100 0 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
89 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 2 5 64
89 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 0 5 64
59 -100 0 5 0
1 100 7 4 64
59 -100 7 4 0
1 100 9 4 64
59 -100 9 4 0
1 100 10 4 64
59 -100 10 4 0
1 100 0 5 64
59 -100 0 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 3 5 64
29 -100 3 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 10 4 64
29 -100 10 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 10 4 64
59 -100 10 4 0
241 100 9 5 64
29 -100 9 5 0
1 100 10 5 64
29 -100 10 5 0
1 100 9 5 64
29 -100 9 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 10 5 64
29 -100 10 5 0
1 100 0 6 64
29 -100 0 6 0
1 100 10 5 64
29 -100 10 5 0
1 100 9 5 64
29 -100 9 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
59 -100 4 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
59 -100 7 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 10 4 64
29 -100 10 4 0
1 100 9 4 64
29 -100 9 4 0
1 100 7 4 64
29 -100 7 4 0
1 100 9 4 64
59 -100 9 4 0
1 100 0 6 64
29 -100 0 6 0
1 100 10 5 64
29 -100 10 5 0
1 100 0 6 64
29 -100 0 6 0
1 100 10 5 64
29 -100 10 5 0
1 100 0 6 64
29 -100 0 6 0
1 100 10 5 64
29 -100 10 5 0
1 100 0 6 64
59 -100 0 6 0
1 100 5 5 64
29 -100 5 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 3 5 64
29 -100 3 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 0 5 64
29 -100 0 5 0
1 100 2 5 64
59 -100 2 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 9 5 64
29 -100 9 5 0
1 100 7 5 64
29 -100 7 5 0
1 100 5 5 64
29 -100 5 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 0 5 64
89 -100 0 5 0
1 100 2 5 64
29 -100 2 5 0
1 100 4 5 64
29 -100 4 5 0
1 100 5 5 64
